Rk,Player,Tm,FantPos,Age,G,GS,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Y/A,Rush_TD,Tgt,Rec,Yds,Y/R,Receiving_TD,Fmb,FL,Total_TD,2:00 PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Player_Touches,Player Yards,Team Tuches,Team Yard,Team TD,% of Team Touch,% of Team Yard,% of Team TD
331,Charlie Kolar,BAL,TE,25,13,3,0,0,0,0,0,1,2,2,0,11,9,131,14.56,1,0,0,1,,,19,28.3,31.3,23.8,,55,,12,133,863,6456,63,0.01,0.02,0.02
234,Jake Ferguson,DAL,TE,25,14,14,0,0,0,0,0,0,0,,0,86,59,494,8.37,0,4,2,0,,,45,104.4,109.4,74.9,,34,,86,494,982,5634,31,0.09,0.09,0.00
231,T.J. Hockenson,MIN,TE,27,10,9,0,0,0,0,0,0,0,,0,62,41,455,11.1,0,0,0,0,,,46,86.5,89.5,66,,33,,62,455,829,5675,41,0.07,0.08,0.00
350,Michael Mayer,LVR,TE,23,11,8,0,0,0,0,0,0,0,,0,32,21,156,7.43,0,0,0,0,,,16,36.6,39.6,26.1,,64,,32,156,887,5099,28,0.04,0.03,0.00
378,Jeremy Ruckert,NYJ,TE,24,17,9,0,0,0,0,0,0,0,,0,28,18,105,5.83,0,0,0,0,,,11,28.5,31.5,19.5,,69,,28,105,790,4416,33,0.04,0.02,0.00
337,Kylen Granson,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,31,14,182,13,0,0,0,0,,,18,32.2,35.2,25.2,,59,,31,182,892,5406,40,0.03,0.03,0.00
354,Lucas Krull,DEN,TE,26,13,2,0,0,0,0,0,0,0,,0,23,19,152,8,0,0,0,0,,,15,34.2,37.2,24.7,,65,,23,152,882,5068,41,0.03,0.03,0.00
348,Erick All,CIN,TE,24,9,6,0,0,0,0,0,0,0,,0,22,20,158,7.9,0,0,0,0,,,16,35.8,38.8,25.8,,62,,22,158,926,6156,54,0.02,0.03,0.00
334,Stone Smartt,LAC,TE,26,15,2,0,0,0,0,0,0,0,,0,19,16,208,13,0,1,1,0,,,19,34.8,38.8,26.8,,57,,19,208,877,5429,40,0.02,0.04,0.00
383,Julian Hill,MIA,TE,24,16,11,0,0,0,0,0,0,0,,0,19,12,100,8.33,0,1,0,0,,,10,22,25,16,,71,,19,100,963,5633,34,0.02,0.02,0.00
414,Luke Farrell,JAX,TE,27,17,8,0,0,0,0,0,0,0,,0,17,12,67,5.58,0,0,0,0,,,7,18.7,18.7,12.7,,80,,17,67,877,5229,33,0.02,0.01,0.00
363,Daniel Bellinger,NYG,TE,24,17,8,0,0,0,0,0,0,0,,0,17,14,125,8.93,0,0,0,0,,,13,26.5,29.5,19.5,,66,,17,125,883,4865,29,0.02,0.03,0.00
441,Durham Smythe,MIA,TE,29,17,4,0,0,0,0,0,0,0,,0,17,9,53,5.89,0,0,0,0,,,5,14.3,14.3,9.8,,84,,17,53,963,5633,34,0.02,0.01,0.00
450,Gerald Everett,CHI,TE,30,17,4,0,0,0,0,0,0,0,,0,13,8,36,4.5,0,0,0,0,,,4,11.6,11.6,7.6,,93,,13,36,853,4760,32,0.02,0.01,0.00
425,John Bates,WAS,TE,27,17,6,0,0,0,0,0,0,0,,0,13,8,84,10.5,0,1,1,0,,,6,14.4,15.4,10.4,,82,,13,84,862,5569,53,0.02,0.02,0.00
416,Hayden Hurst,LAC,TE,31,9,2,0,0,0,0,0,0,0,,0,13,8,73,9.13,0,0,0,0,,,7,15.3,15.3,11.3,,79,,13,73,877,5429,40,0.01,0.01,0.00
398,Brevyn Spann-Ford,DAL,TE,25,17,0,0,0,0,0,0,0,0,,0,14,9,88,9.78,0,0,0,0,,,9,17.8,17.8,13.3,,77,,14,88,982,5634,31,0.01,0.02,0.00
446,Davis Allen,LAR,TE,23,15,5,0,0,0,0,0,0,0,,0,13,6,39,6.5,0,0,0,0,,,4,9.9,9.9,6.9,,90,,13,39,959,5815,37,0.01,0.01,0.00
391,Harrison Bryant,LVR,TE,26,13,3,0,0,0,0,0,0,0,,0,12,9,86,9.56,0,0,0,0,,,9,17.6,17.6,13.1,,78,,12,86,887,5099,28,0.01,0.02,0.00
435,Pharaoh Brown,SEA,TE,30,15,7,0,0,0,0,0,0,0,,0,12,8,65,8.13,0,1,1,0,,,5,12.5,13.5,8.5,,87,,12,65,890,5693,38,0.01,0.01,0.00
445,Charlie Woerner,ATL,TE,27,16,5,0,0,0,0,0,0,0,,0,12,7,46,6.57,0,0,0,0,,,5,11.6,11.6,8.1,,86,,12,46,1004,6491,40,0.01,0.01,0.00
439,Luke Musgrave,GNB,TE,24,7,3,0,0,0,0,0,0,0,,0,10,7,45,6.43,0,0,0,0,,,5,11.5,11.5,8,,88,,10,45,943,6212,51,0.01,0.01,0.00
428,Hunter Long,LAR,TE,26,17,2,0,0,0,0,0,0,0,,0,9,7,60,8.57,0,0,0,0,,,6,13,13,9.5,,83,,9,60,959,5815,37,0.01,0.01,0.00
451,Tucker Fisk,LAC,TE,25,9,5,0,0,0,0,0,0,0,,0,8,7,39,5.57,0,0,0,0,,,4,10.9,10.9,7.4,,91,,8,39,877,5429,40,0.01,0.01,0.00
472,Will Mallory,IND,TE,25,10,0,0,0,0,0,0,0,0,,0,8,4,29,7.25,0,0,0,0,,,3,6.9,6.9,4.9,,94,,8,29,892,5406,40,0.01,0.01,0.00
455,Tip Reiman,ARI,TE,23,17,9,0,0,0,0,0,0,0,,0,7,6,37,6.17,0,0,0,0,,,4,9.7,9.7,6.7,,92,,7,37,899,5742,41,0.01,0.01,0.00
528,Ian Thomas,CAR,TE,28,5,2,0,0,0,0,0,0,0,,0,6,3,7,2.33,0,0,0,0,,,1,3.7,3.7,2.2,,108,,6,7,782,4517,37,0.01,0.00,0.00
394,Devin Culp,TAM,TE,24,5,0,0,0,0,0,0,0,0,,0,6,5,88,17.6,0,0,0,0,,,9,13.8,13.8,11.3,,75,,6,88,980,6660,57,0.01,0.01,0.00
437,Peyton Hendershot,KAN,TE,25,7,1,0,0,0,0,0,0,0,,0,5,5,51,10.2,0,0,0,0,,,5,10.1,10.1,7.6,,85,,5,51,1033,6141,44,0.00,0.01,0.00
466,Cam Grandy,CIN,TE,24,8,6,0,0,0,0,0,0,0,,0,5,5,28,5.6,0,0,0,0,,,3,7.8,7.8,5.3,,96,,5,28,926,6156,54,0.01,0.00,0.00
456,Ben Sims,GNB,TE,24,17,5,0,0,0,0,0,0,0,,0,5,4,42,10.5,0,0,0,0,,,4,8.2,8.2,6.2,,89,,5,42,943,6212,51,0.01,0.01,0.00
482,Dallin Holker,NOR,TE,24,12,2,0,0,0,0,0,0,0,,0,4,3,21,7,0,0,0,0,,,2,5.1,5.1,3.6,,98,,4,21,873,5046,33,0.00,0.00,0.00
529,Eric Tomlinson,LAC,TE,32,9,1,0,0,0,0,0,0,0,,0,4,2,9,4.5,0,0,0,0,,,1,2.9,2.9,1.9,,104,,4,9,877,5429,40,0.00,0.00,0.00
479,Tanner Conner,MIA,TE,26,8,1,0,0,0,0,0,0,0,,0,4,3,16,5.33,0,0,0,0,,,2,4.6,4.6,3.1,,100,,4,16,963,5633,34,0.00,0.00,0.00
504,Feleipe Franks,CAR,TE,27,16,0,0,0,0,0,0,0,0,,0,3,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,102,,3,12,782,4517,37,0.00,0.00,0.00
476,Jaheim Bell,NWE,TE,23,15,0,0,0,0,0,0,0,0,,0,3,2,20,10,0,0,0,0,,,2,4,4,3,,99,,3,20,845,4727,27,0.00,0.00,0.00
513,Brevin Jordan,HOU,TE,24,2,1,0,0,0,0,0,0,0,,0,3,2,7,3.5,0,0,0,0,,,1,2.7,2.7,1.7,,105,,3,7,871,5440,33,0.00,0.00,0.00
500,Josiah Deguara,JAX,TE,27,15,0,0,0,0,0,0,0,0,,0,3,3,14,4.67,0,0,0,0,,,1,4.4,4.4,2.9,,101,,3,14,877,5229,33,0.00,0.00,0.00
503,Jody Fortson,KAN,TE,29,3,0,0,0,0,0,0,0,0,,0,3,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,113,,3,5,1033,6141,44,0.00,0.00,0.00
499,Zach Davidson,BUF,TE,26,2,0,0,0,0,0,0,0,0,,0,2,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,111,,2,5,826,5306,60,0.00,0.00,0.00
515,David Martin-Robinson,TEN,TE,25,5,2,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,110,,2,6,860,5009,32,0.00,0.00,0.00
526,Geoff Swaim,CLE,TE,31,8,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,107,,1,7,885,4859,25,0.00,0.00,0.00
523,John Samuel Shenker,LVR,TE,26,8,0,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,106,,1,7,887,5099,28,0.00,0.00,0.00
532,Jared Wiley,KAN,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,109,,1,7,1033,6141,44,0.00,0.00,0.00
502,Ross Dwelley,ATL,TE,29,17,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,112,,1,5,1004,6491,40,0.00,0.00,0.00
492,Shane Zylstra,DET,TE,28,12,1,0,0,0,0,0,0,0,,0,1,1,22,22,0,0,0,0,,,2,3.2,3.2,2.7,,97,,1,22,1008,7125,68,0.00,0.00,0.00
10,Kyren Williams,LAR,RB,24,16,16,0,0,0,0,0,316,1299,4.11,14,40,34,182,5.35,2,5,3,16,,,238,272.1,281.1,255.1,84,6,10,356,1481,959,5815,37,0.37,0.25,0.43
6,Bijan Robinson,ATL,RB,22,17,17,0,0,0,0,0,304,1456,4.79,14,72,61,431,7.07,1,1,0,15,1,,281,341.7,347.7,311.2,124,4,6,376,1887,1004,6491,40,0.37,0.29,0.38
22,Joe Mixon,HOU,RB,28,14,14,0,1,0,0,0,245,1016,4.15,11,52,36,309,8.58,1,0,0,12,,,205,240.5,246.5,222.5,53,11,22,297,1325,871,5440,33,0.34,0.24,0.36
17,De'Von Achane,MIA,RB,23,17,16,0,0,0,0,0,203,907,4.47,6,87,78,592,7.59,6,1,0,12,,,222,299.9,305.9,260.9,69,9,17,290,1499,963,5633,34,0.30,0.27,0.35
7,Josh Jacobs,GNB,RB,26,17,17,0,0,0,0,0,301,1329,4.42,15,43,36,342,9.5,1,4,3,16,,,257,293.1,302.1,275.1,102,5,7,344,1671,943,6212,51,0.36,0.27,0.31
14,Jonathan Taylor,IND,RB,25,14,13,0,0,0,0,0,303,1431,4.72,11,31,18,136,7.56,1,4,1,12,,,227,244.7,251.7,235.7,74,8,14,334,1567,892,5406,40,0.37,0.29,0.30
11,James Cook,BUF,RB,25,16,16,0,0,0,0,0,207,1009,4.87,16,38,32,258,8.06,2,1,0,18,,,235,266.7,272.7,250.7,81,7,11,245,1267,826,5306,60,0.30,0.24,0.30
27,Chuba Hubbard,CAR,RB,25,15,15,0,0,0,0,0,250,1195,4.78,10,54,43,171,3.98,1,4,3,11,1,,199,241.6,250.6,220.1,47,13,27,304,1366,782,4517,37,0.39,0.30,0.30
93,Rhamondre Stevenson,NWE,RB,26,15,14,0,0,0,0,0,207,801,3.87,7,41,33,168,5.09,1,7,3,8,2,,143,175.9,184.9,159.4,,27,,248,969,845,4727,27,0.29,0.20,0.30
3,Jahmyr Gibbs,DET,RB,22,17,4,0,0,0,0,0,250,1412,5.65,16,63,52,517,9.94,4,1,1,20,,,311,362.9,369.9,336.9,153,3,3,313,1929,1008,7125,68,0.31,0.27,0.29
2,Derrick Henry,BAL,RB,30,17,17,0,0,0,0,0,325,1921,5.91,16,22,19,193,10.16,2,3,1,18,,,317,336.4,343.4,326.9,159,2,2,347,2114,863,6456,63,0.40,0.33,0.29
1,Saquon Barkley,PHI,RB,27,16,16,0,0,0,0,0,345,2005,5.81,13,43,33,278,8.42,2,2,1,15,3,,322,355.3,362.3,338.8,163,1,1,388,2283,871,5911,53,0.45,0.39,0.28
31,Alvin Kamara,NOR,RB,29,14,14,0,0,0,0,0,228,950,4.17,6,89,68,543,7.99,2,1,0,8,,,197,265.3,271.3,231.3,46,15,31,317,1493,873,5046,33,0.36,0.30,0.24
36,Breece Hall,NYJ,RB,23,16,16,0,0,0,0,0,209,876,4.19,5,76,57,483,8.47,3,6,2,8,2,,184,240.9,248.9,212.4,33,18,36,285,1359,790,4416,33,0.36,0.31,0.24
90,Zach Charbonnet,SEA,RB,23,17,6,0,0,0,0,0,135,569,4.21,8,52,42,340,8.1,1,0,0,9,,,145,186.9,192.9,165.9,,25,,187,909,890,5693,38,0.21,0.16,0.24
62,J.K. Dobbins,LAC,RB,26,13,11,0,0,0,0,0,195,905,4.64,9,38,32,153,4.78,0,0,0,9,,,160,191.8,197.8,175.8,11,21,62,233,1058,877,5429,40,0.27,0.19,0.23
21,James Conner,ARI,RB,29,16,16,0,0,0,0,0,236,1094,4.64,8,55,47,414,8.81,1,4,1,9,2,,207,253.8,260.8,230.3,55,10,21,291,1508,899,5742,41,0.32,0.26,0.22
105,Tank Bigsby,JAX,RB,23,16,1,0,0,0,0,0,168,766,4.56,7,12,7,54,7.71,0,4,1,7,,,122,129,133,125.5,,31,,180,820,877,5229,33,0.21,0.16,0.21
96,Kenneth Walker III,SEA,RB,24,11,11,0,0,0,0,0,153,573,3.75,7,53,46,299,6.5,1,1,0,8,,,135,181.2,187.2,158.2,,29,,206,872,890,5693,38,0.23,0.15,0.21
92,Tyrone Tracy Jr.,NYG,RB,25,17,12,0,0,0,0,0,192,839,4.37,5,53,38,284,7.47,1,5,2,6,,,144,182.3,190.3,163.3,,26,,245,1123,883,4865,29,0.28,0.23,0.21
25,Chase Brown,CIN,RB,24,16,10,0,0,0,0,0,229,990,4.32,7,65,54,360,6.67,4,2,1,11,1,,201,255,262,228,49,12,25,294,1350,926,6156,54,0.32,0.22,0.20
97,Kareem Hunt,KAN,RB,29,13,8,0,0,0,0,0,200,728,3.64,7,32,23,176,7.65,0,0,0,7,,,132,155.4,161.4,143.9,,30,,232,904,1033,6141,44,0.22,0.15,0.16
49,D'Andre Swift,CHI,RB,25,17,17,0,0,0,0,0,253,959,3.79,6,52,42,386,9.19,0,2,0,6,1,,173,214.5,220.5,193.5,22,19,49,305,1345,853,4760,32,0.36,0.28,0.19
203,Roschon Johnson,CHI,RB,23,14,0,0,0,0,0,0,55,150,2.73,6,20,16,104,6.5,0,0,0,6,,,61,77.4,83.4,69.4,,52,,75,254,853,4760,32,0.09,0.05,0.19
121,Alexander Mattison,LVR,RB,26,14,7,0,0,0,0,0,132,420,3.18,4,48,36,294,8.17,1,1,1,5,1,,101,137.4,144.4,119.4,,34,,180,714,887,5099,28,0.20,0.14,0.18
146,Ameer Abdullah,LVR,RB,31,16,3,0,0,0,0,0,66,311,4.71,2,47,40,261,6.53,3,2,1,5,,,85,125.2,132.2,105.2,,41,,113,572,887,5099,28,0.13,0.11,0.18
34,David Montgomery,DET,RB,27,14,14,1,1,3,1,0,185,775,4.19,12,38,36,341,9.47,0,2,1,12,,,186,221.7,228.7,203.7,35,17,34,223,1116,1008,7125,68,0.22,0.16,0.18
53,Najee Harris,PIT,RB,26,17,17,0,0,0,0,0,263,1043,3.97,6,48,36,283,7.86,0,0,0,6,,,169,204.6,210.6,186.6,19,20,53,311,1326,874,5199,35,0.36,0.26,0.17
32,Aaron Jones,MIN,RB,30,17,17,0,0,0,0,0,255,1138,4.46,5,62,51,408,8,2,5,3,7,,,191,241.6,250.6,216.1,40,16,32,317,1546,829,5675,41,0.38,0.27,0.17
64,Rico Dowdle,DAL,RB,26,16,15,0,0,0,0,0,235,1079,4.59,2,49,39,249,6.38,3,3,2,5,,,159,197.8,205.8,178.3,10,23,64,284,1328,982,5634,31,0.29,0.24,0.16
211,Nick Chubb,CLE,RB,29,8,8,0,0,0,0,0,102,332,3.25,3,11,5,31,6.2,1,1,1,4,,,58,63.3,67.3,60.8,,56,,113,363,885,4859,25,0.13,0.07,0.16
89,Rachaad White,TAM,RB,25,16,15,0,0,0,0,0,144,613,4.26,3,57,51,393,7.71,6,3,3,9,,,149,199.6,208.6,174.1,,24,,201,1006,980,6660,57,0.21,0.15,0.16
63,Tony Pollard,TEN,RB,27,16,16,0,0,0,0,0,260,1079,4.15,5,57,41,238,5.8,0,2,2,5,1,,160,200.7,208.7,180.2,10,22,63,317,1317,860,5009,32,0.37,0.26,0.16
152,Tyjae Spears,TEN,RB,23,12,1,0,0,0,0,0,84,312,3.71,4,35,30,224,7.47,1,1,0,5,,,84,113.6,119.6,98.6,,44,,119,536,860,5009,32,0.14,0.11,0.16
94,Brian Robinson Jr.,WAS,RB,25,14,13,0,0,0,0,0,187,799,4.27,8,25,20,159,7.95,0,2,2,8,,,140,159.8,167.8,149.8,,28,,212,958,862,5569,53,0.25,0.17,0.15
30,Bucky Irving,TAM,RB,22,17,3,0,0,0,0,0,207,1122,5.42,8,52,47,392,8.34,0,2,1,8,,,197,244.4,251.4,220.9,46,14,30,259,1514,980,6660,57,0.26,0.23,0.14
172,Devin Singletary,NYG,RB,27,15,5,0,0,0,0,0,113,437,3.87,4,24,21,119,5.67,0,2,2,4,,,76,96.6,104.6,86.1,,48,,137,556,883,4865,29,0.16,0.11,0.14
126,Jerome Ford,CLE,RB,25,14,6,0,0,0,0,0,104,565,5.43,3,43,37,225,6.08,0,0,0,3,,,97,134,140,115.5,,37,,147,790,885,4859,25,0.17,0.16,0.12
122,Ray Davis,BUF,RB,25,17,0,0,0,0,0,0,113,442,3.91,3,19,17,189,11.12,3,0,0,6,,,99,116.1,122.1,107.6,,35,,132,631,826,5306,60,0.16,0.12,0.10
201,Gus Edwards,LAC,RB,29,11,6,0,0,0,0,0,101,365,3.61,4,5,3,6,2,0,0,0,4,,,61,64.1,67.1,62.6,,53,,106,371,877,5429,40,0.12,0.07,0.10
164,Isaac Guerendo,SFO,RB,24,16,3,0,0,0,0,0,84,420,5,4,16,15,152,10.13,0,3,1,4,,,79,94.2,101.2,86.7,,47,,100,572,888,6233,40,0.11,0.09,0.10
149,Emanuel Wilson,GNB,RB,25,17,0,0,0,0,0,0,103,502,4.87,4,14,11,48,4.36,1,0,0,5,,,85,96,99,90.5,,43,,117,550,943,6212,51,0.12,0.09,0.10
115,Javonte Williams,DEN,RB,24,17,11,0,0,0,0,0,139,513,3.69,4,70,52,346,6.65,0,2,2,4,,,106,157.9,165.9,131.9,,32,,209,859,882,5068,41,0.24,0.17,0.10
230,Ezekiel Elliott,DAL,RB,29,15,2,0,0,0,0,0,74,226,3.05,3,15,12,69,5.75,0,1,1,3,,,46,57.5,61.5,51.5,,62,,89,295,982,5634,31,0.09,0.05,0.10
191,Braelon Allen,NYJ,RB,20,17,2,0,0,0,0,0,92,334,3.63,2,27,19,148,7.79,1,0,0,3,,,66,85.2,91.2,75.7,,51,,119,482,790,4416,33,0.15,0.11,0.09
220,Miles Sanders,CAR,RB,27,11,2,0,0,0,0,0,55,205,3.73,2,30,24,148,6.17,1,1,0,3,,,53,77.3,83.3,65.3,,59,,85,353,782,4517,37,0.11,0.08,0.08
125,Austin Ekeler,WAS,RB,29,12,6,0,0,0,0,0,77,367,4.77,4,41,35,366,10.46,0,3,0,4,,,97,132.3,138.3,114.8,,36,,118,733,862,5569,53,0.14,0.13,0.08
216,Jeremy McNichols,WAS,RB,29,17,1,0,0,0,0,0,55,261,4.75,4,12,9,27,3,0,0,0,4,1,,55,63.8,66.8,59.3,,57,,67,288,862,5569,53,0.08,0.05,0.08
117,Jordan Mason,SFO,RB,25,12,6,0,0,0,0,0,153,789,5.16,3,14,11,91,8.27,0,3,1,3,,,104,115,119,109.5,,33,,167,880,888,6233,40,0.19,0.14,0.08
131,Tyler Allgeier,ATL,RB,24,17,0,0,0,0,0,0,137,644,4.7,3,13,13,88,6.77,0,0,0,3,1,,93,106.2,109.2,99.7,,38,,150,732,1004,6491,40,0.15,0.11,0.08
285,Hassan Haskins,LAC,RB,25,17,0,0,0,0,0,0,34,89,2.62,2,3,3,49,16.33,1,1,1,3,,,30,32.8,33.8,31.3,,76,,37,138,877,5429,40,0.04,0.03,0.08
180,Jaleel McLaughlin,DEN,RB,24,16,5,0,0,0,0,0,113,496,4.39,1,27,24,76,3.17,2,1,1,3,,,73,97.2,101.2,85.2,,50,,140,572,882,5068,41,0.16,0.11,0.07
176,Ty Johnson,BUF,RB,27,17,1,0,0,0,0,0,41,213,5.2,1,25,18,284,15.78,3,0,0,4,,,74,91.7,97.7,82.7,,49,,66,497,826,5306,60,0.08,0.09,0.07
147,Justice Hill,BAL,RB,27,15,0,0,0,0,0,0,47,228,4.85,1,51,42,383,9.12,3,0,0,4,,,85,127.1,133.1,106.1,,42,,98,611,863,6456,63,0.11,0.09,0.06
136,Travis Etienne,JAX,RB,25,15,15,0,0,0,0,0,150,558,3.72,2,52,39,254,6.51,0,1,1,2,,,91,130.2,137.2,110.7,,39,,202,812,877,5229,33,0.23,0.16,0.06
259,Isaiah Davis,NYJ,RB,22,17,0,0,0,0,0,0,30,174,5.8,1,12,9,75,8.33,1,0,0,2,,,37,45.9,48.9,41.4,,71,,42,249,790,4416,33,0.05,0.06,0.06
243,Dameon Pierce,HOU,RB,24,11,0,0,0,0,0,0,40,293,7.33,2,4,2,2,1,0,1,0,2,,,42,43.5,46.5,42.5,,65,,44,295,871,5440,33,0.05,0.05,0.06
221,Raheem Mostert,MIA,RB,32,13,1,0,0,0,0,0,85,278,3.27,2,23,19,161,8.47,0,2,2,2,,,52,70.9,78.9,61.4,,60,,108,439,963,5633,34,0.11,0.08,0.06
209,Zack Moss,CIN,RB,27,8,6,0,0,0,0,0,74,242,3.27,2,27,23,187,8.13,1,2,1,3,,,59,81.9,88.9,70.4,,55,,101,429,926,6156,54,0.11,0.07,0.06
219,Samaje Perine,KAN,RB,29,17,0,0,0,0,0,0,20,92,4.6,1,35,28,322,11.5,1,0,0,2,,,53,81.4,84.4,67.4,,58,,55,414,1033,6141,44,0.05,0.07,0.05
207,Sean Tucker,TAM,RB,23,17,0,0,0,0,0,0,50,308,6.16,2,12,9,109,12.11,1,1,0,3,,,60,68.7,74.7,64.2,,54,,62,417,980,6660,57,0.06,0.06,0.05
255,Trey Sermon,IND,RB,25,17,3,0,0,0,0,0,56,159,2.84,2,19,16,99,6.19,0,0,0,2,,,38,53.8,56.8,45.8,,69,,75,258,892,5406,40,0.08,0.05,0.05
269,Tyler Goodson,IND,RB,24,16,0,0,0,0,0,0,32,153,4.78,1,15,11,61,5.55,1,0,0,2,,,33,44.4,47.4,38.9,,72,,47,214,892,5406,40,0.05,0.04,0.05
238,Audric Estime,DEN,RB,21,13,1,0,0,0,0,0,76,310,4.08,2,5,5,27,5.4,0,2,1,2,,,44,48.7,52.7,46.2,,64,,81,337,882,5068,41,0.09,0.07,0.05
336,DeeJay Dallas,ARI,RB,26,17,0,0,0,0,0,0,9,49,5.44,0,3,3,11,3.67,1,1,0,2,,,18,21,21,19.5,,95,,12,60,899,5742,41,0.01,0.01,0.05
280,Chris Rodriguez,WAS,RB,24,9,0,0,0,0,0,0,35,173,4.94,2,1,1,12,12,0,0,0,2,,,31,31.5,34.5,31,,75,,36,185,862,5569,53,0.04,0.03,0.04
159,Antonio Gibson,NWE,RB,26,17,3,0,0,0,0,0,120,538,4.48,1,29,23,206,8.96,0,2,0,1,,,80,103.4,109.4,91.9,,45,,149,744,845,4727,27,0.18,0.16,0.04
329,Jamycal Hasty,NWE,RB,28,15,0,0,0,0,0,0,20,69,3.45,0,12,10,59,5.9,1,0,0,1,,,19,28.8,28.8,23.8,,94,,32,128,845,4727,27,0.04,0.03,0.04
313,Zamir White,LVR,RB,25,8,5,0,0,0,0,0,65,183,2.82,1,8,6,30,5,0,2,2,1,,,23,29.3,34.3,26.3,,87,,73,213,887,5099,28,0.08,0.04,0.04
292,Jamaal Williams,NOR,RB,29,14,1,0,0,0,0,0,48,164,3.42,1,11,9,57,6.33,0,0,0,1,,,28,37.1,40.1,32.6,,77,,59,221,873,5046,33,0.07,0.04,0.03
261,Dare Ogunbowale,HOU,RB,30,17,1,0,0,0,0,0,30,112,3.73,0,28,19,198,10.42,1,0,0,1,,,37,56,62,46.5,,70,,58,310,871,5440,33,0.07,0.06,0.03
309,Kendre Miller,NOR,RB,22,6,2,0,0,0,0,0,39,148,3.79,1,8,5,33,6.6,0,0,0,1,,,24,29.1,32.1,26.6,,84,,47,181,873,5046,33,0.05,0.04,0.03
430,Kene Nwangwu,NYJ,RB,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,1,,,6,6,6,6,,113,,0,0,790,4416,33,0.00,0.00,0.03
145,Jaylen Warren,PIT,RB,26,15,0,0,0,0,0,0,120,511,4.26,1,47,38,310,8.16,0,2,1,1,,,86,124.1,131.1,105.1,,40,,167,821,874,5199,35,0.19,0.16,0.03
298,Cordarrelle Patterson,PIT,RB,33,13,1,0,0,0,0,0,32,135,4.22,0,14,12,80,6.67,1,1,1,1,,,26,37.5,41.5,31.5,,82,,46,215,874,5199,35,0.05,0.04,0.03
236,Isiah Pacheco,KAN,RB,25,7,6,0,0,0,0,0,83,310,3.73,1,16,12,79,6.58,0,0,0,1,,,45,56.9,59.9,50.9,,63,,99,389,1033,6141,44,0.10,0.06,0.02
291,Kimani Vidal,LAC,RB,23,10,0,0,0,0,0,0,43,155,3.6,0,9,5,62,12.4,1,1,0,1,,,28,32.7,35.7,30.2,,78,,52,217,877,5429,40,0.06,0.04,0.03
296,Patrick Taylor,SFO,RB,26,13,1,0,0,0,0,0,39,183,4.69,1,11,3,25,8.33,0,0,0,1,,,27,29.8,32.8,28.3,,79,,50,208,888,6233,40,0.06,0.03,0.03
244,Trey Benson,ARI,RB,21,13,1,0,0,0,0,0,63,291,4.62,1,6,6,59,9.83,0,1,0,1,,,41,47,50,44,,66,,69,350,899,5742,41,0.08,0.06,0.02
300,Michael Carter,ARI,RB,25,3,1,0,0,0,0,0,35,131,3.74,1,11,11,57,5.18,0,0,0,1,,,25,35.8,38.8,30.3,,83,,46,188,899,5742,41,0.05,0.03,0.02
251,Emari Demercado,ARI,RB,25,13,0,0,0,0,0,0,24,223,9.29,1,20,16,104,6.5,0,0,0,1,,,39,54.7,60.7,46.7,,67,,44,327,899,5742,41,0.05,0.06,0.02
371,Tony Jones,ARI,RB,27,1,0,0,0,0,0,0,4,55,13.75,1,0,0,0,,0,0,0,1,,,12,11.5,11.5,11.5,,104,,4,55,899,5742,41,0.00,0.01,0.02
276,Chris Brooks,GNB,RB,24,15,0,0,0,0,0,0,36,183,5.08,1,13,11,69,6.27,0,0,0,1,,,31,42.2,45.2,36.7,,74,,49,252,943,6212,51,0.05,0.04,0.02
229,Kenneth Gainwell,PHI,RB,25,17,1,0,0,0,0,0,75,290,3.87,1,22,16,116,7.25,0,0,0,1,,,47,62.6,68.6,54.6,,61,,97,406,871,5911,53,0.11,0.07,0.02
295,D'Onta Foreman,CLE,RB,28,11,3,0,0,0,0,0,71,232,3.27,0,8,6,54,9,0,2,1,0,,,27,32.6,36.6,29.6,,80,,79,286,885,4859,25,0.09,0.06,0.00
271,Christian McCaffrey,SFO,RB,28,4,4,0,0,0,0,0,50,202,4.04,0,19,15,146,9.73,0,1,1,0,,,33,47.8,54.8,40.3,,73,,69,348,888,6233,40,0.08,0.06,0.00
